run_id,csv_file,etd_file,group,roi_area,heatingpads,title,used_in_analysis,note,blueprint,protocol_remark
,ETD_QA_PoP_SingleCouchOrientation_20260821_093058.csv,,,,,,false,"All three axes constant at 0 and Temp_A = Temp_B = Set_A = Set_B = 25.0 with Stable_A = Stable_B = 1 for the whole run (508 rows, 53.0 s); these are exactly the values the terminal writes when no controller is connected. ETD_QA_PoP_SingleCouchOrientation_20260821_093058_QA.csv contains only its header. Measurement protocol: ETD_QA_PoP_SingleCouchRotation_20260821_093044_log.json and ETD_QA_PoP_SingleCouchRotation_20260821_093044_log.txt.",ETD_QA_PoP_SingleCouchRotation.json,
